"","Artist","Followers","Popularity","num_songs","G1","G2","G3","G4","G5","G6","G7","G8","G9","G10","id"
"348","Fabienne Debarre",56,23,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"08cjELphN95ioHJdYNLWVX"
"349","Fatman Scoop",31885,62,1,"nyc rap",NA,NA,NA,NA,NA,NA,NA,NA,NA,"15GGbJKqC6w0VYyAJtjej6"
"350","FEMM",19324,37,1,"j-pop girl group","japanese electropop",NA,NA,NA,NA,NA,NA,NA,NA,"2Mi7J9LAIe6xEzObKt6JHq"
"351","Fin.K.L",11581,35,1,"k-pop girl group","korean pop",NA,NA,NA,NA,NA,NA,NA,NA,"2aRLyjYp7WPr4EkjkI1gvS"
"352","Flamingosis",117762,55,1,"chillhop","future funk",NA,NA,NA,NA,NA,NA,NA,NA,"75cW8FFekyCjj0mfZM1Gfb"
"353","Flo Rida",7908335,81,1,"dance pop","miami hip hop","pop","pop dance","pop rap",NA,NA,NA,NA,NA,"0jnsk9HBra6NMjO2oANoPY"
"354","Fort Romeau",29698,44,1,"deep house","electronica","float house","microhouse","outsider house",NA,NA,NA,NA,NA,"5MKqWyqq5CStK7AhkTvzQF"
"355","Freeway",183623,53,1,"alternative hip hop","battle rap","gangster rap","hardcore hip hop","hip hop","philly rap","rap","southern hip hop",NA,NA,"2Jwr7hGoSNK3S3QBxh3T0z"
"356","Friday Night Plans",51967,53,1,"city pop","japanese r&b",NA,NA,NA,NA,NA,NA,NA,NA,"71YfYiTx6KAZFJfKaNYueQ"
"357","Future",9782300,91,1,"atl hip hop","pop rap","rap","southern hip hop","trap",NA,NA,NA,NA,NA,"1RyvyyTE3xzB2ZywiAwp0i"
"358","G-Mo Skee",16984,38,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1lzI1n7isejxFyXsmO17si"
"359","G-Unit",1377582,64,1,"gangster rap","hardcore hip hop","hip hop","pop rap","queens hip hop","rap","southern hip hop","trap",NA,NA,"6evKD5JWJON3qPBJtUEmtY"
"360","Gaeko",55444,58,1,"k-rap","korean r&b",NA,NA,NA,NA,NA,NA,NA,NA,"0tkHE1pQ5ZCgQb8WZ0ba79"
"361","Gang Starr",644326,66,1,"alternative hip hop","conscious hip hop","east coast hip hop","gangster rap","hardcore hip hop","hip hop","rap",NA,NA,NA,"5cMgGlA1xGyeAB2ctYlRdZ"
"362","GARNiDELiA",201561,53,1,"anime","anime rock","j-pixie","otacore",NA,NA,NA,NA,NA,NA,"7MIbdLkqD1qQE35LSISIM6"
"363","GAZIROVKA",39479,52,1,"russian dance",NA,NA,NA,NA,NA,NA,NA,NA,NA,"0PkPqQe8TU96Z8VVXCrZ71"
"364","GD X TAEYANG",280397,49,1,"k-pop boy group",NA,NA,NA,NA,NA,NA,NA,NA,NA,"3HJVw8aEtFqoc3raJVE8am"
"365","George Clinton",304853,58,1,"funk","p funk","soul",NA,NA,NA,NA,NA,NA,NA,"2GVBp7QyHckoOg7rYkLvrA"
"366","Gerd Janson",17612,46,1,"frankfurt electronic","german house",NA,NA,NA,NA,NA,NA,NA,NA,"4jLpm91Tyk2TRgv43bMfZO"
"367","Gizzle",5089,47,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0xukYGKRRwBWS1N9sfCQoq"
"368","Grandmaster Flash",197937,49,1,"bronx hip hop","conscious hip hop","east coast hip hop","electro","hip hop","hip house","old school hip hop","rap","turntablism",NA,"1JfnADNz5yYEq3hrzlZHLk"
"369","Gregory Isaacs",364114,59,1,"dub","lovers rock","reggae","roots reggae",NA,NA,NA,NA,NA,NA,"6QHu71f8LLeT8n0GzfbYFc"
"370","Grimes",1283689,74,1,"art pop","canadian electropop","chillwave","dance pop","electropop","escape room","grave wave","hyperpop","indietronica","metropopolis","053q0ukIDRgzwTr4vNSwab"
"371","Grizzly",6035,36,1,"k-indie","korean r&b",NA,NA,NA,NA,NA,NA,NA,NA,"5Egus6b1x9pYOnqsG7y1f4"
"372","Guapdad 4000",67709,66,1,"cali rap","oakland hip hop","scam rap","trap soul","underground hip hop","vapor trap",NA,NA,NA,NA,"0NcPKaSNIHAM2RfioH9vMT"
"373","Half Mile Beach Club",1093,12,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"7B6BN3NuLRQHD9QMENwB8e"
"374","Halley Stella",0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"7oedM6uZILjuXEMtDkDLzR"
"375","Halsey",13573132,89,1,"dance pop","electropop","etherpop","indie poptimism","pop","pop dance","post-teen pop",NA,NA,NA,"26VFTg2z8YR0cCuwLzESi2"
"376","Han Yo Han",13954,44,1,"k-rap",NA,NA,NA,NA,NA,NA,NA,NA,NA,"0yHrFzi7dWriMWhB5XA99P"
"377","HARRY HOSONO & THE WORLD SHYNESS",1597,12,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"6VEndVXAbDVjfCg4AgNRpk"
"378","Hauzee",212,25,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"6TmxcVLd8y6Tya65wIEvrb"
"379","Herbie Hancock",481943,62,1,"bebop","contemporary post-bop","cool jazz","funk","instrumental funk","jazz","jazz funk","jazz fusion","jazz piano","soul","2ZvrvbQNrHKwjT7qfGFFUW"
"380","Hikari",83,43,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"3MTt9WYmlzfy9uULNyxDiw"
"381","Hikari Mitsushima",6330,41,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"4ZX8Wr8KHHrW7radu6IwYG"
"382","Hiroji Miyamoto",41469,53,1,"j-pop",NA,NA,NA,NA,NA,NA,NA,NA,NA,"37yA8FvkJWnXZXbRg4IQaT"
"383","Hiromi",154074,45,1,"contemporary jazz","japanese jazz","japanese jazz fusion","jazz funk","jazz fusion","modern jazz piano",NA,NA,NA,NA,"7DeuppKQdCVhuWrzzCBBpc"
"384","Hitomi Tohyama",2856,31,1,"classic city pop",NA,NA,NA,NA,NA,NA,NA,NA,NA,"3qccez9ByXrGuPDQaJiy6o"
"385","HITOMITOI",10983,39,1,"city pop",NA,NA,NA,NA,NA,NA,NA,NA,NA,"3Uj4f5PGdIJEhCJkqysb3l"
"386","Hiyadam",9571,38,1,"j-rap","japanese trap",NA,NA,NA,NA,NA,NA,NA,NA,"5akLOzzp3zMfvne1K2tv7e"
"387","Hoody",203356,62,1,"chill r&b","k-indie","k-pop","k-rap","korean pop","korean r&b",NA,NA,NA,NA,"7lXgbtBDcCRbfc5f8FhGUL"
"388","Hoshina Anniversary",130,24,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"6DuASRDmTMKVZr4kwiots9"
"389","HYOYEON",159237,47,1,"k-pop",NA,NA,NA,NA,NA,NA,NA,NA,NA,"0B3I6YgdnfXehUCpsO6oB8"
"390","HyperJuice",1663,11,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"4e3TvyemCX7w0FOxoekRek"
"391","I:O:I",11,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"3bfOnJOTLZZp4RyTA1YhcT"
"392","Ichiko Hashimoto",837,19,1,"japanese jazz",NA,NA,NA,NA,NA,NA,NA,NA,NA,"4wTSNilt4EsffHSJrcnwbQ"
"393","in FAM step",736,17,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2KUwQdiHrplyJnVeMA3uyu"
"394","Ini Kamoze",87634,58,1,"dub","reggae","reggae fusion","roots reggae",NA,NA,NA,NA,NA,NA,"1VJspRsoC6c0bvqhnSiFCs"
"395","INO hidefumi",10011,34,1,"japanese jazz","japanese jazz fusion","japanese jazztronica","japanese soul","shibuya-kei",NA,NA,NA,NA,NA,"0StJhTOwSFMrgRwDGnnE2S"
"396","Inshow ha",6714,25,1,"j-indie",NA,NA,NA,NA,NA,NA,NA,NA,NA,"6oZfAOrVYegzxjJaaQ0LpA"
"397","iri",212455,59,1,"j-pop","japanese electropop","japanese r&b",NA,NA,NA,NA,NA,NA,NA,"1mN9lPKzTRTOop4u7S1Uy9"
"398","Irion",68,26,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2nNmJC52TJSexxyt8C4N42"
"399","Itsue",9005,31,1,"japanese math rock",NA,NA,NA,NA,NA,NA,NA,NA,NA,"4wSJYcOAQb6GbdjCTmYfDT"
"400","j-hope",5061033,68,1,"k-pop","k-rap",NA,NA,NA,NA,NA,NA,NA,NA,"0b1sIQumIAsNbqAoIClSpy"
"401","JackEffect",0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"42pCxhHIjs7cy7qiPjIdtW"
"402","Jake Strain",306,34,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2liN73EoaEZ94CTvL2lXYe"
"403","Jakki",78,3,1,"deep disco",NA,NA,NA,NA,NA,NA,NA,NA,NA,"2luutBtZ1zNOnIR16CnkBZ"
"404","Jamie Foxx",754092,70,1,"dance pop","hip hop","hip pop","neo soul","pop rap","r&b","southern hip hop","urban contemporary",NA,NA,"7LnaAXbDVIL75IVPnndf7w"
"405","Janai",62,38,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0x9rtwsyJne349H9TJGDk0"
"406","Janice Quatlane (CV: Nana Mizuki)",269,16,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"4qmOag8xRJZPN1zujiwLpO"
"407","Jason Derulo",8794933,88,1,"dance pop","pop","pop dance","pop rap","post-teen pop",NA,NA,NA,NA,NA,"07YZf4WDAMNwqr4jfgOZ8y"
"408","Jay Rock",977636,74,1,"conscious hip hop","gangster rap","hip hop","pop rap","rap","southern hip hop","trap","underground hip hop",NA,NA,"28ExwzUQsvgJooOI0X1mr3"
"409","Jeezy",1741317,76,1,"atl hip hop","crunk","dirty south rap","gangster rap","hip hop","pop rap","rap","southern hip hop","trap",NA,"4yBK75WVCQXej1p04GWqxH"
"410","JENNIE",521241,64,1,"k-pop",NA,NA,NA,NA,NA,NA,NA,NA,NA,"250b0Wlc5Vk0CoUsaCY84M"
"411","Jessi",386761,66,1,"k-pop",NA,NA,NA,NA,NA,NA,NA,NA,NA,"64k5e9kV9MdukXjFrR5R37"
"412","Jessie J",8191555,76,1,"dance pop","pop","pop dance","pop rap","post-teen pop",NA,NA,NA,NA,NA,"2gsggkzM5R49q6jpPvazou"
"413","Ji Dam Yook",88,25,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0q5mCOaqzgDnmthha6f4W7"
"414","Jimin",1512,27,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0JsJlrgqL1MRUEvzpLfXFX"
"415","JINBO the SuperFreak",5949,30,1,"korean r&b",NA,NA,NA,NA,NA,NA,NA,NA,NA,"4PlxqkEk6seCManiTAPTWb"
"416","Joell Ortiz",116104,58,1,"alternative hip hop","battle rap","boom bap","hardcore hip hop",NA,NA,NA,NA,NA,NA,"1q13yHC6Syg5Y8iPLrRnCq"
"417","Joey Tee",73,35,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2nvByDK4Fr3N0G5f46bcUI"
"418","Joji",3999210,86,1,"alternative r&b","viral pop",NA,NA,NA,NA,NA,NA,NA,NA,"3MZsBdqDrRTJihTHQrO6Dq"
"419","Jolin Tsai",434208,62,1,"mandopop",NA,NA,NA,NA,NA,NA,NA,NA,NA,"1r9DuPTHiQ7hnRRZ99B8nL"
"420","Jordan Nocturne",667,20,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2yXuTkmZAi1D8vXJrRA72W"
"421","Jowonu",228,24,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"4q6KoLmJbfzmZc0ubbuMsU"
"422","JP THE WAVY",62497,55,1,"j-rap","japanese trap",NA,NA,NA,NA,NA,NA,NA,NA,"0hBYSjDjcAaAuSZcpN8jk9"
"423","JPEGMAFIA",316395,65,1,"alternative hip hop","escape room","experimental hip hop","hip hop","industrial hip hop","rap","underground hip hop",NA,NA,NA,"6yJ6QQ3Y5l0s0tn7b0arrO"
"424","Juice WRLD",15178674,98,1,"chicago rap","melodic rap",NA,NA,NA,NA,NA,NA,NA,NA,"4MCBfE4596Uoi2O4DtmEMz"
"425","Junoflo",55894,46,1,"k-rap",NA,NA,NA,NA,NA,NA,NA,NA,NA,"5ZjBaiZiRUZx4AmlzOOc9R"
"426","Jus2",269865,51,1,"k-pop","k-pop boy group",NA,NA,NA,NA,NA,NA,NA,NA,"1pXX6uuufA0Zrk4Ksuh4nv"
"427","Kaede",4385,33,1,"alt-idol","city pop","shibuya-kei",NA,NA,NA,NA,NA,NA,NA,"0KZ83Y1bF24W54rmvP2qxr"
"428","Kaoru Aizawa",78,18,1,"classic city pop",NA,NA,NA,NA,NA,NA,NA,NA,NA,"4P73471OaZuqdf3aYRd5Fe"
"429","KARA",362936,52,1,"k-pop","k-pop girl group",NA,NA,NA,NA,NA,NA,NA,NA,"7aZ221EQfonNG2lO9Hh192"
"430","Kavka Shishido",12394,34,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0dlbyoDrOHqBVQpKdPuUB8"
"431","Keem Hyo-Eun",11948,48,1,"k-rap",NA,NA,NA,NA,NA,NA,NA,NA,NA,"59KuGY6nfY3w39O0qYVA7p"
"432","Keigo Hoashi",2221,50,1,"japanese vgm",NA,NA,NA,NA,NA,NA,NA,NA,NA,"1eY8HYYmdbuZj17eis6sIM"
"433","Kelis",384631,69,1,"dance pop","electropop","hip pop","neo soul","r&b","urban contemporary",NA,NA,NA,NA,"0IF46mUS8NXjgHabxk2MCM"
"434","Kelly Rowland",2525050,71,1,"atl hip hop","dance pop","hip pop","neo soul","pop","pop r&b","pop rap","post-teen pop","r&b","urban contemporary","3AuMNF8rQAKOzjYppFNAoB"
"435","Kid Vishis",6166,30,1,"detroit hip hop",NA,NA,NA,NA,NA,NA,NA,NA,NA,"3J3bqhNAKIJlFosbr0nFY1"
"436","Killer Mike",219139,58,1,"alternative hip hop","atl hip hop","conscious hip hop","escape room","political hip hop","southern hip hop",NA,NA,NA,NA,"2N4EYkIlG1kv25g6Wv8LGI"
"437","KIM HEECHUL",98250,50,1,"korean pop",NA,NA,NA,NA,NA,NA,NA,NA,NA,"7GbN8yzIP7CFK5bNbUi6L3"
"438","Kimparkchella",185,21,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0HP1KvUGODkg4yFRMNVQlD"
"439","King Green",4198,50,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"3jivTPQnC8Vupqc3EFO33c"
"440","Klub Rider",808,37,1,"coverchill",NA,NA,NA,NA,NA,NA,NA,NA,NA,"16qQcoH29BgfLJtFqSPT2f"
"441","KONA",91,5,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"6E1vNiOCUfC7BmxAvwIYIr"
"442","Kool G Rap",166971,50,1,"alternative hip hop","boom bap","east coast hip hop","gangster rap","hardcore hip hop","hip hop","old school hip hop","queens hip hop","rap",NA,"099tLNCZZvtjC7myKD0mFp"
"443","Kousuke Atari",18058,39,1,"okinawan folk","ryukyu ongaku",NA,NA,NA,NA,NA,NA,NA,NA,"7b8ldacdKpE3AtFaXQu1AG"
"444","Kumi Koda",366822,58,1,"j-pop",NA,NA,NA,NA,NA,NA,NA,NA,NA,"2mGYHril2LuZodRtTX06BC"
"445","La Chat",41020,48,1,"crunk","dirty south rap","gangster rap","memphis hip hop","southern hip hop","trap",NA,NA,NA,NA,"5hDwYJ7KaXEQV2XBeijKNt"
"446","Ladebare",429,20,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"5AnAdS3TumeVuPszRkY13h"
"447","Lady Saw",112864,53,1,"dancehall","lovers rock","old school dancehall","reggae fusion","soca",NA,NA,NA,NA,NA,"2X1VgNqQOiSbkyel3a9rjK"
"448","Lee Sun Hee",15764,41,1,"classic korean pop","korean pop",NA,NA,NA,NA,NA,NA,NA,NA,"4ZQVfuvon3XnGYkjTSey1O"
"449","Lil Icy",70,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"4VWS9ItCwbl1pMMfg7pARp"
"450","Lil Pump",7443357,75,1,"emo rap","miami hip hop","rap","trap","vapor trap",NA,NA,NA,NA,NA,"3wyVrVrFCkukjdVIdirGVY"
"451","Lily Allen",1653963,72,1,"dance pop","pop","pop dance",NA,NA,NA,NA,NA,NA,NA,"13saZpZnCDWOI9D4IJhp1f"
"452","Lim Kim",42109,39,1,"k-indie",NA,NA,NA,NA,NA,NA,NA,NA,NA,"4kGuk6HkL6hwuQrgSWISBv"
"453","LINDBERG",52964,42,1,"j-pop",NA,NA,NA,NA,NA,NA,NA,NA,NA,"1fwyrDSLYLNCWHRv3Siyd7"
"454","Lipps Inc.",65033,60,1,"disco","minneapolis sound",NA,NA,NA,NA,NA,NA,NA,NA,"0lwRI7lvmlRY5DiA5Xa6wQ"
"455","LIZ",65414,51,1,"dance pop","electropop","escape room","hyperpop",NA,NA,NA,NA,NA,NA,"6t2Rja6dihuxH6Mrgyynp6"
"456","LOO<U+03A0><U+0394> / ODD EYE CIRCLE",380837,54,1,"k-pop","k-pop girl group",NA,NA,NA,NA,NA,NA,NA,NA,"5KPaeBm0fVfCSZLydp9jdy"
"457","Loosefingers",371,23,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1vbs5ghUw3aJTLwlVdIqKb"
"458","Lootpack",35622,43,1,"alternative hip hop","bboy","hardcore hip hop","hip hop","turntablism",NA,NA,NA,NA,NA,"2D0NqDyt2R9RVar9MNs8kP"
"459","Los",1353,39,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"396SgLoc5TB6oqatyTy2HD"
"460","Lovely Summer Chan",27809,44,1,"alt-idol","j-rock","japanese alternative rock","japanese dream pop",NA,NA,NA,NA,NA,NA,"4nA0WP72lQ6494sT3xbips"
"461","LT",0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"5Dlfp6vGhCNkOQFfHkCl5O"
"462","Ludacris",2049525,80,1,"atl hip hop","dance pop","dirty south rap","hip hop","pop rap","rap","southern hip hop","trap",NA,NA,"3ipn9JLAPI5GUEo4y4jcoi"
"463","lyrical school",11741,30,1,"alt-idol","idol rock","j-idol","j-pop girl group",NA,NA,NA,NA,NA,NA,"6V7cWMccRQEiOWSqygWYeK"
"464","Macaco",365972,62,1,"latin alternative","spanish pop",NA,NA,NA,NA,NA,NA,NA,NA,"7mUBMaZW1MXGswaneb0JTT"
"465","majiko",108247,58,1,"anime","anime rock","j-pixie",NA,NA,NA,NA,NA,NA,NA,"6HX4Jrnb0WhEv9goeGoh6p"
"466","Makaveli",1273571,58,1,"gangster rap","hardcore hip hop","hip hop","rap",NA,NA,NA,NA,NA,NA,"4pmNqFu71wEmFXSsYAiWK8"
"467","Makura Izumi",17,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"795JdcDk6FtTJe6xnlr7cW"
"468","Maluma",23400529,92,1,"reggaeton","reggaeton colombiano",NA,NA,NA,NA,NA,NA,NA,NA,"1r4hJ1h58CWwUQe3MxPuau"
"469","Mamiko Suzuki",32829,42,1,"j-rap",NA,NA,NA,NA,NA,NA,NA,NA,NA,"21bkNzNX7do9qb8SM9wFQF"
"470","Marianne Shinonome",363,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"7blKUtxG00HizwuZUqGBfS"
"471","Marilyn Manson",3108953,75,1,"alternative metal","industrial","industrial metal","industrial rock","nu metal","wrestling",NA,NA,NA,NA,"2VYQTNDsvvKN9wmU5W7xpj"
"472","Mariya Ise",50,24,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"30e1S6526bG333RFXseTNq"
"473","Masafumi Takada",33149,56,1,"japanese vgm","otacore",NA,NA,NA,NA,NA,NA,NA,NA,"6u08wRMmY0Myz8HaNbIOQb"
"474","Masaki Matsubara",3240,30,1,"classic city pop",NA,NA,NA,NA,NA,NA,NA,NA,NA,"5pDFSAj0BZHUN8Uw2C5VhA"
"475","Max Coveri",7216,52,1,"eurobeat",NA,NA,NA,NA,NA,NA,NA,NA,NA,"4aFf48VQYRT631OJGgVwUv"
"476","Max Romeo",79067,54,1,"dub","reggae","rock steady","roots reggae","ska",NA,NA,NA,NA,NA,"45QpZznbXYo3nWy0TIhvgv"
"477","Maxwell Implosion",217,3,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"6S57u3kaEr1ZrCOgQU6JGR"
"478","MC Eiht",235150,63,1,"g funk","gangster rap","hardcore hip hop","hip hop","west coast rap",NA,NA,NA,NA,NA,"4XqfpACObRB5AsBcUYjL8X"
"479","MC Hammer",385046,61,1,"hip hop","hip house","new jack swing","rap",NA,NA,NA,NA,NA,NA,"2rblp9fJo16ZPTcKDtlmKW"
"480","Meego",2858,46,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1a09srXkFLTxDTfQRGRpNy"
"481","Microdot",5635,36,1,"k-rap",NA,NA,NA,NA,NA,NA,NA,NA,NA,"1ToWoFmtIc9NTPFy7lR690"
"482","MIDICRONICA",5881,31,1,"ambeat",NA,NA,NA,NA,NA,NA,NA,NA,NA,"2v4xE9iGRGIKGxxCku3HWy"
"483","Miho Hatori",3046,40,1,"shibuya-kei",NA,NA,NA,NA,NA,NA,NA,NA,NA,"21StrITbN3uLjv5OdsLAja"
"484","Mikey Phin",196,27,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"4N4pLV4GAXMZnK9IBoDFmU"
